Employee_ID,Age,Department,Job_Level,Years_at_Company,Monthly_Hours_Worked,Remote_Work,Meetings_per_Week,Tasks_Completed_Per_Day,Overtime_Hours_Per_Week,Work_Life_Balance,Job_Satisfaction,Productivity_Score,Annual_Salary,Absences_Per_Year,Office_Branch
227,50,Operations,Senior,2 tahun,155.0,Hybrid,12,12,8,Good,1,66.07595120018074,88139.71343220562,8,Branch_4
228,37,HR,Entry,15 tahun,178.0,Hybrid,0,7,8,Good,6,62.93729629966112,31760.825056556485,16,Branch_33
229,36,IT,Manager,21 tahun,149.0,No,3,19,11,Good,3,83.03513959707333,65903.7282422728,0,Branch_14
230,29,Finance,Senior,18 tahun,135.0,No,1,8,2,Poor,7,61.57802045134791,28167.70160376023,7,Branch_21
231,36,HR,Entry,8 tahun,199.0,Hybrid,8,5,12,Average,4,88.96581768628232,76834.45072426322,6,Branch_20
232,42,Finance,Mid,4 tahun,203.0,No,10,13,2,Good,7,62.31651397418453,63690.82030042861,5,Branch_8
233,42,HR,Manager,28 tahun,128.0,No,11,10,9,Average,5,51.88264777345972,37141.97227286012,2,Branch_7
234,28,Finance,Mid,5 tahun,165.0,No,12,3,6,Good,7,61.93914456034377,25882.34013147819,4,Branch_3
235,40,HR,Entry,8 tahun,124.0,Hybrid,14,13,11,Average,3,100.0,50781.87314881127,15,Branch_17
236,43,Operations,Manager,22 tahun,214.0,No,6,14,11,Average,8,97.4754573592234,93959.7804467637,0,Branch_33
237,59,Operations,Mid,17 tahun,137.0,Yes,5,12,9,Good,7,67.48814502536429,27031.228492312588,17,Branch_12
238,34,Operations,Mid,6 tahun,163.0,Hybrid,3,3,1,Average,5,59.99553460059107,24260.9965850302,14,Branch_22
239,47,Operations,Mid,15 tahun,205.0,No,0,15,0,Poor,3,98.48860079813628,74082.93174632938,4,Branch_22
240,43,Sales,Senior,1 tahun,158.0,No,8,18,14,Good,5,59.98824861391881,52175.121878636186,6,Branch_30
241,28,Marketing,Senior,11 tahun,185.0,No,2,8,2,Excellent,1,51.17225402127524,250000.0,10,Branch_8
242,56,HR,Mid,6 tahun,177.0,Hybrid,12,5,5,Average,8,68.09233936198304,79502.68354159307,12,Branch_27
243,24,Finance,Manager,23 tahun,186.0,Yes,2,12,1,Average,6,82.82134178995781,96556.45789430762,10,Branch_27
244,56,HR,Entry,6 tahun,166.0,No,5,15,13,Excellent,4,94.0670125239286,250000.0,8,Branch_34
245,37,IT,Manager,20 tahun,211.0,No,12,18,0,Poor,4,79.21466303610114,42463.83036726677,18,Branch_21
246,37,Operations,Entry,20 tahun,194.0,No,13,12,1,Good,1,95.0976227064052,90599.27012104203,10,Branch_30
247,23,Sales,Senior,18 tahun,193.0,Hybrid,5,18,11,Poor,1,79.41504647446781,62749.04660762898,9,Branch_33
248,59,Operations,Entry,18 tahun,203.0,Yes,10,8,13,Excellent,8,53.06821139693904,107301.01666823836,4,Branch_28
249,38,Operations,Senior,7 tahun,214.0,No,3,16,2,Good,6,93.7777391029281,104015.565030852,8,Branch_33
250,59,IT,Senior,26 tahun,172.0,No,4,17,8,Poor,4,92.16496643451924,79565.35020013546,2,Branch_5
251,45,Finance,Mid,24 tahun,170.0,Yes,4,15,3,Good,3,64.1299938533966,22507.4989025322,13,Branch_19
252,43,HR,Entry,16 tahun,164.0,No,12,10,10,Good,1,62.94581928825119,48511.67947934725,13,Branch_4
253,44,HR,Mid,22 tahun,167.0,No,10,7,10,Poor,9,100.0,77283.98704559455,14,Branch_35
254,40,IT,Entry,22 tahun,141.0,Yes,5,6,4,Good,3,90.75510232054364,38280.74840260076,11,Branch_17
255,43,Marketing,Mid,23 tahun,201.0,No,2,5,8,Excellent,7,80.29183827114197,44338.70436263216,17,Branch_28
256,38,Sales,Mid,19 tahun,131.0,Yes,13,17,7,Excellent,4,57.99127135943118,41206.31304366204,12,Branch_30
257,23,HR,Entry,12 tahun,198.0,Yes,10,5,9,Average,8,98.32501630413508,111897.3239928046,19,Branch_29
258,35,HR,Mid,26 tahun,174.0,Hybrid,8,13,14,Good,8,81.81180428063601,68640.93980935204,17,Branch_6
259,49,Finance,Entry,18 tahun,217.0,Hybrid,6,3,8,Average,5,79.50173149398114,58006.223939942334,7,Branch_35
260,34,IT,Entry,4 tahun,164.0,No,3,10,5,Poor,3,76.25999613924768,45847.02028476652,5,Branch_24
261,59,Finance,Mid,2 tahun,211.0,Yes,2,6,14,Average,5,72.98159051992268,64066.56652939941,10,Branch_29
262,38,Sales,Mid,23 tahun,182.0,Hybrid,11,5,2,Average,2,81.78914619211046,125928.780896628,17,Branch_31
263,30,HR,Entry,29 tahun,183.0,Hybrid,9,5,14,Good,6,41.07423394942961,28010.670175114712,3,Branch_35
264,35,IT,Mid,29 tahun,163.0,No,6,3,1,Average,7,49.04879895176133,38985.32994088124,4,Branch_33
265,23,Operations,Senior,9 tahun,134.0,No,10,8,5,Good,6,55.37166961934789,72096.8631250821,19,Branch_21
266,42,IT,Mid,7 tahun,218.0,Hybrid,4,18,11,Excellent,9,73.49793424246982,63895.04000920548,14,Branch_32
267,56,IT,Senior,12 tahun,136.0,Hybrid,12,19,2,Average,5,95.7495525207009,55919.5461674329,11,Branch_23
268,51,Sales,Entry,5 tahun,194.0,No,1,10,3,Good,8,85.65250156944772,250000.0,8,Branch_33
269,38,Marketing,Mid,12 tahun,180.0,No,5,8,14,Good,9,92.78694588827436,62118.08767298169,1,Branch_3
270,46,Marketing,Senior,16 tahun,145.0,Hybrid,2,9,7,Average,6,76.3373993719325,29844.761850127208,8,Branch_18
271,56,Marketing,Mid,19 tahun,148.0,Hybrid,12,6,12,Poor,5,100.0,79693.58994295866,5,Branch_25
272,27,Finance,Senior,12 tahun,208.0,Hybrid,6,15,0,Good,4,56.93306619497986,69474.92741594705,4,Branch_31
273,24,Finance,Senior,1 tahun,123.0,No,12,14,9,Average,3,74.91826492458225,73584.59344499068,17,Branch_3
274,57,Sales,Entry,1 tahun,146.0,No,13,17,2,Good,7,57.82236287117779,77021.84836764805,12,Branch_24
275,22,IT,Entry,19 tahun,161.0,Yes,9,6,4,Average,2,47.80378361529739,54091.79748056951,1,Branch_32
276,55,Marketing,Manager,20 tahun,205.0,Hybrid,4,12,10,Average,3,92.03972031038955,63248.97319579732,15,Branch_22
277,22,HR,Mid,12 tahun,143.0,Yes,6,9,8,Average,3,59.66590505947688,57903.68679294692,0,Branch_23
278,47,Marketing,Senior,5 tahun,138.0,No,13,16,6,Good,2,69.07657433073213,62321.43147230324,10,Branch_2
279,39,Sales,Mid,29 tahun,160.0,No,3,14,2,Poor,2,52.84524587422382,53911.78109373922,12,Branch_27
280,57,Marketing,Entry,9 tahun,210.0,Hybrid,13,12,7,Average,5,60.80550188827594,69523.9675253804,8,Branch_2
281,27,HR,Mid,12 tahun,202.0,Hybrid,11,9,8,Excellent,8,70.74396039016138,86144.38149380326,12,Branch_26
282,32,HR,Mid,2 tahun,132.0,Yes,0,10,1,Poor,2,69.8412129679069,35347.46576463157,4,Branch_17
283,51,HR,Senior,13 tahun,214.0,Yes,14,8,6,Excellent,6,81.61223970984216,52760.542510960695,12,Branch_33
284,35,Sales,Manager,4 tahun,185.0,Hybrid,0,19,14,Average,6,78.39989593812206,33147.79964103533,15,Branch_9
285,31,Marketing,Entry,19 tahun,210.0,Yes,13,9,4,Good,2,75.79227766042015,49144.35627444509,6,Branch_29
286,52,Sales,Entry,8 tahun,183.0,Hybrid,6,3,5,Good,1,64.04767027380218,22283.764991037067,18,Branch_26
287,57,Operations,Mid,13 tahun,191.0,Yes,10,9,4,Poor,5,53.14228094471614,27130.516418296174,16,Branch_35
288,36,HR,Entry,1 tahun,131.0,Yes,8,15,9,Good,3,94.6116815942378,40768.163059561775,14,Branch_25
289,51,Marketing,Mid,17 tahun,148.0,Yes,12,8,1,Good,3,80.74648058365601,38451.415120526464,4,Branch_24
290,35,Finance,Entry,25 tahun,148.0,No,5,17,6,Good,5,76.226949483211,51513.98708799145,13,Branch_13
291,44,Sales,Entry,17 tahun,205.0,Hybrid,12,8,4,Good,9,88.32791451342518,250000.0,15,Branch_7
292,38,Finance,Entry,4 tahun,149.0,No,2,4,0,Average,6,70.05356179388241,20000.0,8,Branch_20
293,48,Operations,Entry,8 tahun,192.0,Hybrid,8,19,3,Excellent,3,54.00066727882445,85186.52002472716,16,Branch_1
294,34,Finance,Mid,20 tahun,188.0,Hybrid,8,15,5,Excellent,8,80.34630759303703,61197.685661143405,12,Branch_8
295,35,IT,Manager,5 tahun,219.0,Yes,12,17,13,Good,8,97.18534721528634,56769.16755342868,17,Branch_16
296,47,HR,Entry,16 tahun,132.0,No,11,6,7,Poor,2,88.3508908096533,71560.7608392837,5,Branch_14
297,32,Operations,Senior,2 tahun,121.0,No,0,15,4,Average,2,65.86170665205393,43135.99305523896,9,Branch_12
298,59,Finance,Senior,25 tahun,152.0,No,9,15,2,Good,8,81.91303632629794,62217.729686992585,15,Branch_23
299,22,Sales,Mid,26 tahun,123.0,Yes,4,15,1,Average,3,99.17585185805426,250000.0,4,Branch_15
300,45,HR,Manager,9 tahun,175.0,Yes,2,8,10,Average,2,84.51921437035247,43349.767908231406,14,Branch_28
301,41,Operations,Mid,13 tahun,193.0,Hybrid,8,3,13,Poor,5,86.87264887637888,27700.139024946147,9,Branch_34
302,29,HR,Entry,19 tahun,176.0,Hybrid,6,17,1,Good,4,75.96975894276515,51552.21811633577,10,Branch_2
303,29,Operations,Entry,24 tahun,216.0,No,3,8,2,Average,3,84.12050128042009,64470.587791022095,4,Branch_32
304,51,Sales,Mid,9 tahun,121.0,Yes,4,9,9,Average,3,81.94786977205564,48839.28361099856,11,Branch_23
305,39,Marketing,Manager,3 tahun,182.0,Hybrid,8,12,2,Average,7,94.71813628889169,77267.47362484114,9,Branch_22
306,34,Sales,Entry,1 tahun,131.0,Yes,11,13,2,Average,8,84.71376300883144,250000.0,13,Branch_25
307,57,Marketing,Mid,18 tahun,135.0,Hybrid,13,10,2,Poor,3,99.2625576261779,45918.18244163535,9,Branch_22
308,40,HR,Mid,15 tahun,179.0,Hybrid,3,3,12,Poor,5,94.15570704178624,250000.0,3,Branch_22
309,34,Sales,Mid,24 tahun,218.0,Yes,6,18,7,Good,2,98.38697874754894,90375.81435908892,7,Branch_6
310,47,Finance,Senior,1 tahun,175.0,No,4,15,8,Poor,9,91.06464241549244,39180.21399430733,1,Branch_15
311,30,Sales,Mid,15 tahun,192.0,Yes,0,19,5,Good,9,64.54413570856036,57482.50390889798,6,Branch_33
312,55,Finance,Entry,23 tahun,122.0,Hybrid,14,18,3,Average,4,60.06414609386277,40139.03648910586,6,Branch_8
313,52,Finance,Mid,18 tahun,211.0,Hybrid,10,18,10,Good,5,81.62036508445159,23305.48972068756,2,Branch_5
314,28,HR,Senior,19 tahun,171.0,Hybrid,0,10,2,Average,2,72.23416620545937,113719.64989154389,17,Branch_4
315,30,Marketing,Mid,20 tahun,135.0,Yes,5,15,10,Good,5,76.34506891710512,91513.26921652928,2,Branch_6
316,47,Marketing,Mid,19 tahun,202.0,Hybrid,1,15,0,Average,2,61.75385236121348,62309.39246481139,8,Branch_32
317,54,Finance,Senior,20 tahun,194.0,Hybrid,10,19,2,Average,7,79.88925636349249,57628.39698190123,13,Branch_30
318,54,Marketing,Mid,13 tahun,165.0,No,4,10,4,Average,3,87.89981328844266,250000.0,3,Branch_35
319,25,Sales,Senior,5 tahun,150.0,No,1,12,12,Average,3,52.429923720437934,25480.364535977016,18,Branch_16
320,49,Finance,Entry,29 tahun,120.0,Hybrid,9,10,10,Average,3,54.79473958426912,29885.76903791971,11,Branch_13
321,25,Finance,Mid,22 tahun,174.0,No,0,8,0,Good,7,71.169127725528,34632.79096316233,16,Branch_30
322,55,IT,Mid,5 tahun,149.0,No,7,10,0,Average,5,80.93882547464838,60728.62570706031,8,Branch_19
323,27,Sales,Mid,25 tahun,204.0,Hybrid,3,18,5,Good,4,70.00810342103829,65847.1612692648,4,Branch_17
324,54,Marketing,Manager,11 tahun,198.0,No,9,14,12,Average,5,72.38882531612578,50940.20619270066,4,Branch_19
325,26,Marketing,Mid,10 tahun,135.0,Hybrid,13,4,1,Average,7,69.05309940787288,103143.65936637856,0,Branch_28
326,40,IT,Senior,25 tahun,187.0,Hybrid,12,11,10,Good,3,78.34695828518964,55958.74785815548,1,Branch_26
327,39,Sales,Senior,6 tahun,207.0,Hybrid,4,6,1,Average,3,70.21582676303859,48536.11579516815,19,Branch_26
328,24,HR,Entry,6 tahun,159.0,No,5,5,5,Poor,7,55.57110711662983,69265.0074371965,15,Branch_23
329,55,HR,Entry,25 tahun,206.0,No,5,13,8,Average,1,87.76487468207796,53082.642952465,3,Branch_9
330,23,Sales,Manager,23 tahun,136.0,Yes,14,11,8,Poor,2,93.70702616336207,44190.18318301733,17,Branch_12
331,22,Marketing,Mid,13 tahun,218.0,Hybrid,3,19,9,Average,8,94.07222551541332,55604.65342948758,10,Branch_1
332,56,Operations,Mid,6 tahun,145.0,No,1,3,5,Good,6,64.50343978175712,46894.87519007387,2,Branch_1
333,25,HR,Mid,25 tahun,154.0,No,11,19,9,Average,9,65.95912388358953,49861.372136199934,6,Branch_34
334,56,Operations,Mid,7 tahun,198.0,Hybrid,1,7,3,Excellent,5,49.81243341854521,27389.31269924432,8,Branch_32
335,29,Operations,Mid,8 tahun,134.0,No,0,8,8,Poor,7,92.03317269783518,22719.6170109544,16,Branch_25
336,50,HR,Entry,10 tahun,146.0,Yes,4,18,10,Poor,8,56.90403933100399,21622.54117770021,10,Branch_1
337,57,Marketing,Mid,11 tahun,191.0,Yes,5,12,12,Average,8,95.78258413066072,59042.98652677921,14,Branch_16
338,35,Sales,Mid,29 tahun,134.0,Hybrid,11,19,1,Average,8,46.09112809726923,37724.69670256716,13,Branch_5
339,51,IT,Senior,5 tahun,191.0,Yes,9,9,8,Average,1,100.0,46910.972647713,6,Branch_22
340,28,Sales,Senior,8 tahun,123.0,Hybrid,1,6,3,Poor,1,51.37315848491078,30774.2854146502,19,Branch_29
341,34,IT,Mid,26 tahun,184.0,No,13,17,10,Average,9,90.50563313482807,47237.24934415085,7,Branch_3
342,43,Operations,Entry,1 tahun,144.0,Yes,2,14,6,Good,5,70.20194881620174,53482.69627065394,13,Branch_12
343,23,Operations,Mid,7 tahun,218.0,Yes,10,18,5,Average,8,70.24993226705841,60888.20904277526,16,Branch_26
344,29,Sales,Mid,18 tahun,127.0,No,2,15,9,Average,1,45.39350402188285,40780.303162397846,3,Branch_16
345,42,HR,Entry,12 tahun,168.0,No,10,4,0,Average,9,52.2807117843757,35422.47429965912,10,Branch_22
346,41,Operations,Manager,19 tahun,136.0,No,10,13,12,Average,4,94.29666158810892,57105.20794942496,19,Branch_29
347,32,Finance,Entry,8 tahun,147.0,Yes,6,19,0,Good,7,49.46484728041983,25919.788034730194,4,Branch_14
348,55,Finance,Senior,3 tahun,189.0,Hybrid,7,10,4,Average,2,90.0488042512337,41664.76964104251,18,Branch_28
349,26,Marketing,Mid,10 tahun,125.0,No,10,10,4,Average,6,79.66344839607773,29322.729580323365,1,Branch_5
350,51,Sales,Manager,23 tahun,174.0,No,12,10,3,Good,9,85.86558279189148,66968.99857762274,16,Branch_30
351,54,Sales,Mid,22 tahun,120.0,No,1,16,8,Average,3,81.52314454399463,74997.35506483338,6,Branch_5
352,33,Marketing,Senior,14 tahun,186.0,No,4,5,8,Poor,8,100.0,89802.55448199094,1,Branch_12
353,26,Marketing,Senior,19 tahun,171.0,No,6,7,13,Average,5,68.35736610307042,30793.784596005087,9,Branch_16
354,22,IT,Mid,19 tahun,192.0,Hybrid,7,11,11,Excellent,9,97.02607709467073,44122.079525810936,0,Branch_26
355,56,IT,Entry,9 tahun,198.0,No,9,9,6,Average,7,76.25759744742058,42298.0461223189,18,Branch_26
356,46,Finance,Mid,5 tahun,159.0,No,2,8,9,Good,9,78.18757064782388,56150.65422591976,18,Branch_21
357,25,HR,Senior,7 tahun,203.0,Yes,13,15,5,Average,1,93.98674016958962,37264.54361625206,13,Branch_33
358,30,Sales,Senior,13 tahun,135.0,Yes,5,9,13,Good,4,84.78196934850939,250000.0,1,Branch_30
359,24,Finance,Manager,29 tahun,193.0,Yes,8,10,11,Good,2,78.33635744646017,80742.0156012374,8,Branch_23
360,51,Finance,Mid,18 tahun,197.0,Yes,3,5,10,Average,5,59.84285593284619,39988.041259966645,14,Branch_10
361,41,HR,Mid,26 tahun,135.0,Hybrid,5,18,2,Good,2,92.74601057379988,53238.38294412715,5,Branch_5
362,31,Finance,Senior,13 tahun,134.0,Yes,3,18,3,Average,3,60.4541261345138,34048.86129905917,17,Branch_34
363,41,Finance,Mid,7 tahun,160.0,No,4,12,14,Average,5,76.58674800664882,52900.2132769712,3,Branch_31
364,24,HR,Senior,8 tahun,209.0,No,2,8,14,Good,5,97.03268081058422,46607.93335344757,4,Branch_10
365,32,Finance,Mid,28 tahun,129.0,Yes,12,8,11,Good,4,93.70824861729542,113064.21492487412,1,Branch_19
366,36,Sales,Entry,4 tahun,179.0,No,3,16,4,Poor,6,54.1285143773862,30403.66966313991,19,Branch_32
367,49,Marketing,Mid,17 tahun,131.0,No,2,8,14,Good,9,69.71788379684452,90342.11720434629,8,Branch_1
368,56,HR,Entry,10 tahun,156.0,Yes,3,19,9,Average,9,82.83147388304873,86660.51823340845,5,Branch_5
369,28,Operations,Mid,29 tahun,133.0,No,5,18,1,Excellent,8,91.09459998950648,32452.009992724445,15,Branch_4
370,54,Marketing,Mid,4 tahun,144.0,Hybrid,1,18,2,Average,6,71.80837285342272,250000.0,6,Branch_16
371,59,Sales,Senior,5 tahun,213.0,Yes,11,8,3,Excellent,8,68.17116294537354,47998.6448770805,8,Branch_24
372,40,Operations,Mid,27 tahun,172.0,No,9,7,2,Average,1,61.1890990767952,43023.73792481506,7,Branch_16
373,50,Finance,Senior,28 tahun,149.0,Yes,0,9,14,Good,5,79.18671813351341,44932.74076338678,7,Branch_2
374,23,Finance,Manager,5 tahun,178.0,No,7,11,11,Average,9,67.37342113177722,54775.14539366905,0,Branch_28
375,40,Operations,Mid,18 tahun,182.0,Hybrid,2,19,6,Excellent,8,100.0,44139.02251969245,15,Branch_32
376,30,Operations,Mid,24 tahun,218.0,Hybrid,3,5,6,Good,6,76.95141919508423,78230.21136027963,11,Branch_27
377,27,Finance,Entry,2 tahun,198.0,No,14,4,6,Poor,8,73.18829220440752,87092.38030573238,0,Branch_20
378,38,Marketing,Manager,11 tahun,214.0,Hybrid,3,6,8,Average,4,88.57084122658614,34774.25070397369,6,Branch_24
379,23,Operations,Mid,27 tahun,137.0,No,3,14,4,Average,9,67.72770918436653,63158.52828494871,12,Branch_12
380,27,IT,Entry,1 tahun,190.0,No,7,5,14,Average,2,77.89115179278227,41353.25859288864,8,Branch_35
381,35,Marketing,Mid,21 tahun,186.0,Yes,13,12,10,Good,8,78.95366882066796,39414.06401152053,17,Branch_33
382,47,IT,Entry,7 tahun,124.0,Hybrid,3,16,3,Poor,8,39.716837373167735,26979.352781312085,18,Branch_33
383,39,Marketing,Mid,12 tahun,208.0,No,2,11,5,Good,2,71.9087976099369,250000.0,4,Branch_12
384,27,Sales,Entry,8 tahun,135.0,No,11,13,8,Average,6,57.13519828642441,88468.41451964868,18,Branch_3
385,33,Marketing,Mid,12 tahun,198.0,No,5,10,14,Good,9,50.25666581821251,64905.14922602377,15,Branch_1
386,59,Marketing,Entry,15 tahun,203.0,Yes,12,11,5,Poor,2,77.1279955493384,42972.54332830236,19,Branch_33
387,43,HR,Senior,14 tahun,160.0,No,1,8,13,Average,5,69.35087700052095,53190.76707948552,15,Branch_10
388,35,Operations,Senior,20 tahun,179.0,Hybrid,9,8,14,Poor,3,100.0,60986.760576874025,18,Branch_29
389,34,Finance,Entry,1 tahun,205.0,No,14,11,5,Good,1,97.2462832217718,70238.33024292132,0,Branch_13
390,30,Finance,Senior,21 tahun,154.0,Yes,11,15,13,Good,7,64.8974581727405,71254.80727101304,2,Branch_12
391,53,Operations,Entry,3 tahun,146.0,No,8,8,4,Poor,5,72.39318101223424,113777.41906997206,16,Branch_31
392,31,Finance,Entry,1 tahun,131.0,Yes,12,17,6,Average,4,91.36049731441324,39680.30265046753,17,Branch_2
393,48,IT,Entry,11 tahun,152.0,Hybrid,4,11,12,Average,4,39.88277450311992,49101.17343330207,17,Branch_35
394,35,Sales,Entry,23 tahun,143.0,No,13,13,12,Good,6,68.45509762172395,56023.61204146425,18,Branch_23
395,30,IT,Mid,9 tahun,145.0,Hybrid,6,19,2,Average,5,79.40699571941406,20000.0,9,Branch_17
396,30,HR,Manager,25 tahun,217.0,Yes,0,4,5,Average,4,94.91777085197369,100371.90517887803,16,Branch_26
397,47,HR,Senior,4 tahun,132.0,No,1,18,5,Good,7,56.3890913390115,62249.25929788328,13,Branch_8
398,53,Operations,Mid,8 tahun,211.0,Yes,13,15,5,Good,8,75.73801328587065,66599.99885744133,2,Branch_29
399,56,Marketing,Senior,17 tahun,139.0,Yes,2,4,4,Average,2,92.20101421535884,64019.480088402524,2,Branch_26
400,47,HR,Senior,28 tahun,191.0,Yes,13,13,5,Average,6,74.08909220078851,250000.0,0,Branch_10
401,24,HR,Entry,14 tahun,169.0,Yes,3,15,0,Good,4,78.58262058834467,50763.29922174661,19,Branch_26
402,51,Sales,Entry,20 tahun,199.0,Hybrid,9,9,0,Good,4,99.27375055638925,94580.67820976886,7,Branch_34
403,50,HR,Mid,16 tahun,153.0,Yes,2,15,14,Average,2,78.26561338640785,38798.15270366579,2,Branch_7
404,41,Marketing,Entry,20 tahun,215.0,Yes,1,14,13,Excellent,7,66.35897356017459,87578.75192452536,3,Branch_4
405,25,Finance,Manager,2 tahun,149.0,Hybrid,13,10,6,Good,6,68.48704549931912,40207.8719212619,9,Branch_11
406,35,IT,Entry,24 tahun,218.0,No,5,7,2,Average,6,95.69299915696864,93316.48322454758,13,Branch_29
407,42,IT,Senior,8 tahun,135.0,Yes,0,19,7,Poor,3,43.59027502480975,32582.048663019053,10,Branch_25
408,28,IT,Senior,23 tahun,167.0,No,7,10,2,Excellent,8,97.3509587197746,28893.746333957803,10,Branch_21
409,27,Marketing,Mid,15 tahun,128.0,Hybrid,0,13,2,Average,9,93.0604381079244,75612.36341511499,11,Branch_10
410,27,Sales,Entry,4 tahun,173.0,Yes,9,15,8,Average,8,79.89964704867891,38963.38777178219,18,Branch_9
411,46,Marketing,Entry,21 tahun,150.0,Yes,1,17,9,Good,5,93.77951192524152,43422.22145966601,18,Branch_24
412,25,IT,Senior,15 tahun,138.0,No,13,6,4,Average,8,86.14117261329953,109262.8394869779,18,Branch_35
413,58,Marketing,Mid,21 tahun,153.0,No,2,12,2,Poor,6,68.8707504227774,93610.85503679354,2,Branch_35
414,46,Marketing,Mid,1 tahun,181.0,No,3,5,4,Good,9,91.20773998641562,68884.90985793213,4,Branch_18
415,39,Marketing,Entry,27 tahun,199.0,Yes,4,5,6,Average,8,87.17726283585615,62949.7937481182,10,Branch_32
416,55,Finance,Entry,13 tahun,207.0,Hybrid,3,14,7,Good,9,75.86304748258561,65070.47074203797,10,Branch_24
417,46,Marketing,Mid,22 tahun,135.0,Hybrid,5,16,9,Average,1,100.0,49598.28934235456,10,Branch_23
418,43,Sales,Mid,7 tahun,198.0,Hybrid,2,9,11,Poor,9,61.81512418498497,43065.9619362105,6,Branch_32
419,35,Finance,Entry,16 tahun,150.0,Hybrid,7,15,2,Excellent,7,80.790970373041,56248.772551762006,18,Branch_12
420,58,Operations,Entry,27 tahun,171.0,No,10,13,0,Average,5,51.49623696873514,44480.37819700919,5,Branch_13
421,32,Operations,Entry,4 tahun,175.0,No,1,4,4,Average,1,100.0,80895.34282970456,14,Branch_23
422,48,Marketing,Entry,3 tahun,190.0,Yes,8,5,11,Excellent,3,82.53026481516912,70870.22578104498,8,Branch_25
423,47,HR,Mid,12 tahun,163.0,Yes,6,14,9,Poor,4,70.74218689460307,28696.01069215485,11,Branch_35
424,56,IT,Mid,24 tahun,134.0,Hybrid,7,14,7,Poor,3,84.77478243812801,59997.63597161172,17,Branch_30
425,37,Finance,Entry,18 tahun,185.0,Hybrid,5,17,1,Average,3,63.39542752541803,20000.0,14,Branch_17
426,41,HR,Mid,14 tahun,205.0,Hybrid,13,10,5,Good,9,100.0,58498.4303136843,13,Branch_20
427,36,IT,Entry,1 tahun,143.0,Hybrid,4,10,8,Poor,1,63.97403981024827,51934.73135845567,12,Branch_25
428,35,Sales,Senior,7 tahun,208.0,Yes,11,12,8,Good,7,64.15837508440288,84562.71856599246,19,Branch_22
429,29,HR,Senior,19 tahun,180.0,Hybrid,4,10,12,Average,4,67.52469767664692,42253.34055358735,4,Branch_13
430,45,Sales,Entry,3 tahun,131.0,Yes,11,7,6,Good,5,60.23522805097627,30638.2349260709,0,Branch_19
431,54,Sales,Mid,22 tahun,133.0,No,13,12,0,Average,4,57.05712309978964,29678.5602099011,13,Branch_12
432,37,HR,Mid,15 tahun,153.0,Hybrid,6,3,0,Poor,4,76.84980636658157,43758.7260547171,17,Branch_19
433,48,HR,Manager,19 tahun,139.0,No,3,6,1,Average,4,76.86207830182335,46414.469469436415,3,Branch_12
434,49,Finance,Entry,9 tahun,182.0,No,0,13,14,Average,1,87.22568708697256,62034.33136690252,11,Branch_9
435,35,Sales,Mid,18 tahun,197.0,Yes,5,3,8,Average,2,100.0,40352.18652599312,18,Branch_7
436,30,HR,Mid,1 tahun,201.0,Hybrid,4,16,1,Good,6,80.66955624213229,61459.22426337308,18,Branch_28
437,34,Sales,Senior,7 tahun,154.0,No,6,14,6,Good,1,84.92161178261004,30916.07864034981,14,Branch_14
438,43,Marketing,Entry,29 tahun,182.0,No,0,13,2,Average,1,89.62453737488573,74699.12754265043,7,Branch_31
439,51,Marketing,Mid,15 tahun,200.0,Yes,6,8,13,Good,2,85.5707148545555,250000.0,3,Branch_19
440,53,Marketing,Entry,7 tahun,167.0,Yes,10,12,9,Good,1,58.14561300877201,37037.93906241788,16,Branch_16
441,37,Sales,Entry,9 tahun,164.0,Yes,9,3,6,Average,7,62.49544730332744,34557.87049025492,11,Branch_5
442,46,Sales,Entry,21 tahun,206.0,No,1,19,8,Good,7,68.04035816090797,133548.3185805149,11,Branch_35
443,44,HR,Mid,16 tahun,205.0,Hybrid,6,9,9,Poor,5,74.90335571596438,36687.80120175444,13,Branch_12
